Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
M,297.3,308.2,1538,36.8,138,0
M,298.2,307.4,1740,27.3,173,0
M,301.8,310.9,1690,31.9,0,0
L,298.6,310.1,1938,23.7,178,0
M,300.8,310.9,1771,25.7,66,0
H,298.6,309.9,1214,56.2,154,0
M,297.6,307.9,1337,57.4,71,0
L,297.2,308.9,1443,37.7,45,0
M,300.5,310.0,1866,24.5,96,0
L,298.1,308.2,1285,59.8,81,0
M,299.1,310.5,1632,34.0,64,0
L,300.0,309.4,1373,43.7,0,0
M,301.4,310.9,1435,36.9,41,0
L,295.8,307.5,1575,31.6,6,0
H,301.9,311.5,1868,27.8,133,0
L,300.3,309.8,1641,33.1,78,0
M,297.4,308.8,1488,56.7,153,0
M,300.2,311.6,1743,27.8,40,0
M,302.3,310.8,1415,50.8,117,0
L,298.6,309.7,1569,42.7,176,0
M,298.4,308.9,1454,47.4,79,0
L,300.0,309.3,1594,35.2,111,0
M,303.4,313.0,1849,24.3,32,0
L,297.9,309.2,1483,40.3,124,0
L,302.3,311.9,1335,50.6,163,0
L,301.0,310.5,1677,37.1,142,0
H,302.7,313.1,1518,39.0,16,0
L,301.2,310.5,1583,32.3,20,0
L,297.7,308.1,1557,32.2,73,0
H,301.4,310.0,1567,35.4,163,0
H,301.2,311.1,1851,23.1,119,0
L,296.5,308.0,1598,41.4,71,0
L,301.1,311.9,1417,45.9,133,0
L,300.9,310.3,1551,40.1,58,0
M,297.1,307.3,1259,52.1,128,0
M,303.8,313.4,2294,15.1,175,0
M,298.8,309.5,1405,50.3,154,0
M,302.9,312.9,1537,40.6,77,0
M,303.4,313.1,1619,30.7,130,0
L,299.7,310.1,1281,51.5,115,0
H,297.6,308.2,1697,30.2,164,0
L,298.8,308.8,1462,36.6,131,0
H,304.4,313.7,1611,34.2,141,0
M,300.7,309.7,1859,21.4,31,0
L,298.1,308.0,1627,33.9,138,0
L,302.1,310.0,1425,46.4,109,0
L,302.6,311.3,1547,40.1,168,0
M,302.1,309.7,1754,27.0,212,0
L,299.5,308.8,1404,53.8,119,0
M,297.7,307.9,1575,35.6,175,0
M,298.4,309.7,1249,65.0,48,0
L,305.0,314.0,1516,45.2,13,0
L,304.3,313.3,1397,44.7,135,0
M,298.1,308.6,1422,43.0,140,0
M,298.2,308.0,1347,47.2,182,0
M,302.0,311.0,1260,60.0,86,0
H,301.4,310.8,1827,25.6,11,0
M,304.8,313.2,1503,43.8,44,0
L,302.5,312.0,1532,41.9,138,0
L,298.8,309.8,1580,30.4,60,0
L,298.7,308.9,1523,48.3,146,0
M,303.5,312.5,1860,22.4,97,0
L,300.9,310.4,1530,36.7,98,0
L,300.0,309.8,1518,38.8,124,0
L,298.3,309.0,1385,41.0,119,0
L,299.7,310.2,1513,42.5,19,0
H,301.3,310.6,1513,43.1,116,0
M,303.1,313.0,1606,30.0,127,0
H,296.5,307.8,1413,48.9,24,0
L,297.9,309.9,1550,37.1,35,0
H,297.4,308.1,1813,26.7,142,0
L,298.5,308.4,1313,54.8,150,0
L,297.7,308.6,1541,41.2,165,0
L,301.0,309.4,1689,31.5,67,0
L,303.1,311.6,1514,36.4,39,0
L,302.6,310.8,1434,35.8,88,0
L,300.5,311.2,1474,46.3,61,0
L,301.2,311.2,1939,22.0,41,0
H,304.3,313.2,1603,38.6,24,0
L,299.8,309.9,1531,36.9,186,0
L,296.8,307.0,1427,43.6,88,0
L,302.5,311.4,1480,37.8,82,0
M,300.7,311.1,1487,35.5,90,0
L,302.4,311.6,1748,26.6,28,0
L,304.4,313.5,1415,55.9,20,0
M,301.1,312.2,1405,56.3,6,0
M,298.3,307.9,1566,32.8,173,0
M,297.7,309.1,1817,25.2,144,0
M,299.9,309.4,1626,37.4,126,0
M,302.3,311.4,1500,36.4,81,0
L,298.0,308.7,1498,40.9,154,0
L,302.4,311.3,1514,36.2,126,0
H,301.9,310.6,1473,35.7,63,0
M,298.5,308.0,1444,43.1,119,0
L,303.2,312.4,1503,35.7,219,0
M,299.9,309.6,1402,58.2,129,0
L,302.7,312.1,1458,43.0,213,0
L,303.9,311.9,1270,53.3,53,1
L,302.1,311.7,1405,39.4,132,0
L,301.5,311.0,1376,48.9,33,0
M,295.8,306.2,1654,33.2,83,0
L,297.9,308.4,1584,32.1,186,0
M,299.6,309.1,1426,56.2,57,0
L,295.8,306.5,1369,55.6,215,1
L,299.3,308.9,1449,47.3,69,0
L,298.1,307.9,1701,28.8,110,0
L,299.5,309.1,1403,40.7,213,0
H,300.1,309.2,1310,75.2,161,1
L,297.4,308.7,1396,50.0,113,0
L,295.8,305.9,1588,29.8,73,0
M,299.0,309.4,1420,44.0,30,0
M,302.3,311.7,1521,37.0,124,0
L,299.0,309.5,1645,34.1,68,0
L,300.8,309.9,1474,41.8,132,0
L,298.5,308.8,1513,37.7,16,0
L,302.5,312.1,1495,38.1,187,0
M,300.6,310.2,1790,28.0,101,0
M,297.8,308.6,1431,47.7,148,0
M,301.8,310.7,1469,45.8,62,0
L,298.0,309.5,1717,28.0,169,0
L,298.5,309.3,1407,52.1,82,0
H,302.1,312.0,1470,42.3,17,0
M,302.1,311.3,1568,35.6,142,0
H,298.5,310.4,1728,28.5,0,0
L,297.7,307.9,1889,22.4,66,0
M,301.2,310.3,2450,11.9,123,1
L,298.8,310.1,1511,38.1,176,0
M,300.6,312.0,1300,57.8,158,0
M,302.6,312.2,1497,45.4,81,0
L,301.1,312.4,1390,45.2,135,0
L,297.9,307.5,1455,38.8,188,0
H,296.2,307.0,1435,42.7,193,0
M,296.1,307.4,1405,50.4,5,0
M,300.0,309.1,1444,50.0,191,0
L,298.8,310.3,1580,38.4,47,0
H,298.9,310.1,1238,61.8,164,0
L,299.8,309.6,1759,29.5,118,0
L,300.8,311.9,1470,38.9,156,0
M,299.2,308.8,1558,36.1,106,0
L,298.9,309.7,1869,22.4,10,0
L,298.4,310.3,1487,44.9,103,0
L,302.5,310.5,1437,35.8,118,0
L,299.8,309.1,1469,42.3,0,0
M,297.6,308.7,1359,48.9,102,0
L,300.8,310.0,1339,46.6,154,0
M,301.1,310.2,1839,26.3,180,0
L,300.4,310.4,1415,61.8,71,1
L,300.4,310.5,1524,38.3,214,0
L,300.8,311.8,1736,25.6,106,0
L,297.3,308.7,1468,38.0,215,0
H,297.3,308.7,1450,39.1,129,0
H,300.4,311.7,1650,32.3,190,0
H,296.9,308.0,1341,58.3,22,0
L,297.3,309.0,1309,55.7,182,0
L,299.1,309.9,1670,30.1,59,0
M,300.7,311.6,1493,42.3,37,0
M,299.9,311.1,1641,32.5,185,0
M,303.6,311.8,1621,31.8,102,0
L,297.8,307.9,1719,24.3,133,0
M,300.3,310.4,1697,31.9,184,0
H,299.5,308.6,1632,36.7,179,0
L,303.6,313.2,1496,40.0,32,0
M,300.3,309.8,1445,43.1,102,0
L,298.4,308.2,1571,35.4,131,0
M,304.3,312.2,1445,50.0,158,0
M,298.1,309.4,1449,40.6,64,0
M,302.8,312.7,1873,23.1,131,0
L,301.9,311.5,1452,39.4,136,0
H,302.7,311.2,1453,49.3,131,0
M,298.8,309.2,1457,45.1,49,0
L,301.2,310.7,1405,50.1,69,0
L,297.8,308.9,1259,50.4,43,0
L,300.5,310.1,1514,35.9,188,0
M,298.7,309.1,1488,47.0,73,0
M,300.0,310.7,1463,40.5,128,0
L,296.2,307.8,1429,43.3,109,0
H,300.3,309.6,1508,48.3,125,0
L,297.4,307.7,1428,45.2,122,0
L,301.1,312.3,1412,45.2,212,0
M,297.4,309.4,1294,48.5,17,0
L,302.7,310.8,1401,36.4,40,0
M,300.4,311.3,1633,31.0,55,0
M,298.1,308.7,1451,48.2,65,0
L,297.6,308.5,1411,43.6,181,0
L,304.0,311.3,1432,49.8,129,0
L,298.7,308.4,1501,42.7,141,0
L,298.1,307.8,1408,44.8,83,0
L,301.0,310.2,1433,43.2,195,0
L,301.6,311.2,1603,32.8,202,0
M,298.2,307.8,1792,27.7,20,0
L,297.9,309.1,1340,52.1,115,0
M,298.6,309.7,1407,44.2,50,0
M,301.1,309.3,1617,34.8,135,0
L,301.5,310.7,1450,40.4,224,0
M,297.5,308.2,1543,43.6,78,0
L,299.4,308.8,1461,38.6,149,0
L,301.0,310.2,1475,54.7,9,0
L,298.1,308.2,1697,33.4,178,0
M,299.5,309.6,2113,20.1,99,0
L,300.5,312.1,1620,33.5,180,0
H,300.5,310.0,1441,35.8,149,0
L,298.8,310.0,1286,55.8,139,0
H,297.8,309.6,1707,33.9,211,0
L,297.8,308.6,1604,35.0,75,0
L,303.4,313.2,1440,43.8,150,0
L,296.5,308.2,1612,30.1,49,0
L,301.4,309.6,1459,45.5,164,0
L,298.0,308.3,1375,46.4,152,0
L,299.1,310.2,1731,27.6,75,0
M,302.0,311.8,1856,27.8,84,0
M,297.8,307.6,1687,34.4,195,0
M,300.9,310.7,1385,42.4,70,0
L,297.3,309.7,1319,48.2,199,0
H,298.2,309.0,1425,44.1,0,0
M,302.3,310.2,1372,49.2,109,1
L,298.5,308.0,1469,39.9,62,0
M,298.2,307.5,1449,46.7,205,0
L,301.3,310.5,1463,42.8,85,0
M,297.8,307.4,1558,36.1,101,0
M,299.4,309.8,1506,35.0,90,0
L,298.5,308.1,1446,62.6,17,1
M,297.9,309.3,1284,58.0,127,0
M,301.2,310.1,1508,45.3,145,0
L,299.4,308.6,1591,45.8,0,0
L,300.5,311.0,1572,34.6,97,0
L,302.2,311.4,1519,41.1,143,0
M,298.4,307.6,1358,49.3,41,0
L,297.7,309.2,1490,48.9,176,0
L,299.3,308.5,1523,37.8,92,0
L,300.6,310.6,1361,49.0,112,0
L,303.7,312.4,1376,47.1,179,0
H,299.5,309.1,1750,31.2,142,0
L,299.6,309.9,1365,48.0,14,0
L,302.0,311.2,1390,54.9,32,0
H,298.1,308.0,1477,41.5,103,0
M,296.9,308.9,1428,42.7,201,0
L,301.5,311.0,1424,44.9,183,0
H,304.8,313.1,1710,31.2,172,0
L,299.8,309.5,1466,41.4,111,0
M,299.7,309.1,1573,39.4,158,0
L,299.6,311.3,1716,28.9,175,0
M,300.4,311.8,1314,60.1,11,0
M,302.6,310.8,1448,43.9,109,0
L,300.5,312.4,1453,41.1,56,0
L,300.4,310.8,1392,41.6,57,0
L,296.7,308.2,1416,46.1,67,0
L,300.1,311.3,1722,32.2,60,0
L,297.5,308.2,1354,62.2,96,0
L,301.0,310.6,1573,45.0,208,0
L,302.9,310.1,1659,34.2,80,0
L,300.7,312.0,1525,32.7,24,0
L,303.5,311.5,1565,35.3,130,0
L,303.6,313.4,1802,22.8,212,0
H,299.2,309.3,1409,48.3,11,0
H,295.5,307.1,1563,34.0,56,0
L,300.3,309.4,1547,42.0,199,0
M,300.9,311.3,1800,24.7,102,0
M,301.0,310.7,1505,35.7,129,0
H,298.4,310.2,1402,45.0,67,0
L,303.2,310.3,1357,57.3,69,1
H,303.1,312.4,1457,41.9,65,0
H,298.3,308.1,1496,39.0,61,0
L,298.1,308.4,1524,35.4,158,0
M,297.3,309.2,1510,46.2,1,0
L,298.9,308.7,1806,23.7,37,0
H,297.9,307.7,1405,41.8,204,0
M,298.3,309.3,1514,32.9,159,0
L,301.3,311.2,1766,26.8,7,0
L,299.8,309.7,1353,52.0,114,0
L,299.2,310.9,1497,43.3,16,0
L,298.9,308.8,1420,59.7,155,0
L,301.7,311.2,1500,43.5,125,0
L,298.4,307.6,1489,44.0,178,0
L,299.9,311.1,1882,26.9,166,0
L,297.0,307.8,1361,47.4,28,0
L,301.0,311.1,1446,49.2,13,0
L,300.2,309.5,1560,38.1,150,0
L,303.7,313.7,1700,28.3,44,0
M,298.4,308.9,1453,42.1,98,0
M,300.6,311.1,1499,39.6,154,0
L,300.6,311.3,1368,53.3,115,0
M,302.5,310.2,1598,32.5,166,0
M,304.5,313.2,1521,40.9,162,0
H,300.8,310.8,1519,35.9,15,0
M,302.4,311.6,1691,38.1,122,0
L,297.8,308.2,1307,58.0,185,0
M,297.7,309.4,2047,18.2,142,0
L,300.8,312.0,1465,40.7,20,0
L,299.8,309.0,1632,31.3,200,0
L,301.0,310.4,1482,47.1,76,0
H,298.6,309.9,1727,29.3,56,0
L,298.5,308.0,1402,47.2,114,0
L,299.2,308.3,1482,35.0,199,0
M,302.1,310.6,1397,48.4,47,0
H,299.3,310.4,1666,32.0,149,0
L,300.3,310.3,1409,43.5,124,0
L,297.0,307.8,1663,29.5,45,0
L,298.9,310.3,1354,62.4,92,0
H,300.8,310.4,1865,24.6,62,0
L,299.9,310.5,1395,48.5,156,0
H,301.0,310.6,1462,45.5,182,0
L,298.3,308.4,1478,41.4,145,0
L,299.7,309.5,1651,33.3,69,0
L,303.6,311.7,1541,35.9,104,0
H,298.7,309.3,1555,42.0,37,0
M,300.4,311.0,1391,44.0,75,0
L,300.6,309.9,1593,34.7,71,0
H,297.8,309.7,1393,47.0,15,0
L,298.3,309.5,1636,34.2,194,0
L,298.8,308.6,1427,43.1,51,0
L,299.6,310.5,1490,42.8,108,0
L,297.5,307.8,1591,38.5,118,0
M,297.2,307.7,1690,26.2,157,0
L,298.8,309.8,1449,46.9,63,0
L,298.1,308.5,1876,27.3,191,0
L,302.0,311.1,1719,30.5,22,0
L,302.4,310.6,1761,25.8,50,0
L,298.7,308.3,1449,44.5,125,0
M,301.2,311.2,1720,28.0,161,0
H,299.0,310.0,1439,49.4,47,0
L,297.3,308.4,1482,48.7,66,0
L,297.9,308.6,1425,55.6,87,0
L,298.7,309.6,1431,44.0,120,0
L,304.3,312.8,1565,30.7,54,0
L,302.0,309.5,1712,25.2,16,0
L,302.1,310.1,1667,26.2,19,0
L,300.1,309.3,1747,28.4,144,0
H,296.9,308.5,1339,49.1,117,0
L,301.3,311.0,1347,54.2,5,0
L,302.2,310.9,1365,49.4,115,0
L,298.5,308.0,1683,31.9,25,0
M,301.2,309.4,1531,35.4,70,0
L,300.4,309.3,1436,40.5,100,0
M,297.5,309.2,1403,47.5,136,0
H,302.6,311.0,1563,31.9,193,0
L,300.8,311.2,1480,47.5,60,0
M,297.9,308.8,1487,44.8,105,0
M,303.5,312.6,1478,36.9,136,0
M,297.1,308.1,1686,31.8,79,0
L,297.8,308.3,1337,63.2,14,0
M,301.1,312.1,1390,55.1,148,0
H,297.0,307.9,1845,21.7,193,0
L,297.4,307.7,1430,39.7,163,0
L,303.2,311.9,1472,52.5,214,1
M,298.4,309.8,1540,38.3,182,0
L,298.0,307.5,1424,47.2,114,0
L,300.8,310.1,1272,58.5,99,0
M,299.4,310.3,1554,34.2,131,0
L,303.1,310.8,1390,52.5,16,0
H,299.6,309.3,1591,35.8,32,0
M,301.7,311.0,1437,50.8,63,0
M,297.0,308.6,1464,41.3,152,0
L,302.4,312.4,1826,28.2,53,0
L,301.1,309.9,1467,41.2,181,0
L,302.2,310.5,1735,29.0,133,0
M,296.7,308.7,1711,34.5,99,0
M,304.0,312.7,2607,11.2,27,1
M,297.7,308.9,1538,41.6,143,0
L,298.8,310.5,1653,31.0,132,0
L,301.4,310.5,1217,68.1,138,0
L,298.3,307.8,2078,18.5,165,0
L,300.6,309.9,1824,26.0,149,0
M,302.3,311.5,1454,44.5,95,0
L,302.7,309.8,1928,20.2,108,0
L,300.3,310.0,1508,38.1,129,0
H,297.0,308.2,1421,43.1,184,0
L,301.9,310.7,1406,46.3,149,0
H,298.6,308.7,1650,31.5,4,0
M,301.6,311.2,2226,14.3,77,1
M,298.4,308.8,1516,40.1,116,0
L,295.9,305.6,1336,51.0,61,0
M,299.2,309.8,1490,47.4,41,0
H,299.4,309.5,1460,45.2,188,0
L,298.3,307.9,1497,41.3,78,0
M,300.1,309.7,1647,28.7,112,0
L,298.7,308.1,1239,50.6,111,0
M,297.5,308.6,1459,39.2,25,0
H,297.8,308.4,1521,38.2,96,0
M,297.5,308.4,1358,39.9,176,0
M,298.9,310.1,1489,42.2,103,0
L,300.5,309.3,1700,31.5,26,0
L,302.9,312.4,1609,33.8,86,0
L,298.4,309.7,1485,40.7,126,0
L,297.6,307.6,1561,36.0,123,0
L,301.4,310.2,1365,50.1,25,0
L,300.1,311.9,1393,43.0,24,0
M,298.7,310.1,1712,30.1,15,0
M,298.0,309.1,1453,43.4,26,0
L,300.8,310.5,1388,47.8,106,0
M,299.9,308.9,1614,34.7,67,0
H,300.2,309.4,1481,48.3,185,0
L,296.0,306.4,1632,33.6,112,0
M,302.6,310.7,1523,40.4,143,0
M,295.5,307.0,1570,37.8,106,0
L,298.8,308.7,1445,42.2,85,0
M,301.8,310.8,1340,49.3,79,0
M,298.9,308.4,1506,32.9,99,0
L,300.1,309.5,1622,29.1,74,0
M,301.1,310.8,1377,51.6,116,0
M,297.5,308.2,1695,29.1,43,0
L,302.1,309.2,1627,30.1,124,0
M,299.8,311.5,1871,20.3,15,0
L,296.7,307.3,1321,43.2,125,0
L,302.0,311.6,1344,54.3,69,0
H,298.1,307.4,1445,39.4,131,0
L,301.8,311.4,1497,42.3,126,0
L,303.3,312.0,1536,38.0,192,0
L,297.3,309.0,1800,22.3,160,0
M,301.3,310.4,1471,41.1,55,0
L,297.7,308.6,1460,39.4,189,0
L,302.2,310.9,1394,51.3,59,0
M,300.8,311.8,1621,28.6,211,0
L,298.6,308.2,1470,39.3,145,0
L,296.8,308.2,1336,50.4,141,0
M,297.0,309.3,1460,39.9,35,0
L,297.9,309.4,1508,41.6,57,0
L,298.3,309.8,1774,30.2,82,0
L,299.9,309.7,1803,25.2,9,0
L,300.1,311.0,1468,45.0,164,0
L,298.7,309.4,1806,25.2,189,0
M,301.6,310.4,1558,39.8,32,0
L,299.9,309.7,1620,31.4,10,0
H,297.9,308.3,1430,44.0,110,0
L,300.9,312.1,1386,45.9,112,0
L,299.3,308.4,1708,31.3,174,0
H,297.2,307.8,2034,18.9,145,0
L,298.0,308.1,1419,49.3,201,0
L,303.9,311.5,1446,50.8,85,0
L,300.9,309.9,1506,37.1,84,0
L,298.8,310.0,1415,42.4,153,0
M,300.6,311.7,1703,30.6,167,0
H,300.6,311.8,1495,57.8,10,1
L,298.6,308.6,1527,38.4,204,0
H,296.1,306.4,1648,30.7,213,0
L,297.9,308.4,1718,25.7,127,0
M,303.5,311.6,1594,34.9,93,0
L,302.8,310.2,1420,47.1,96,0
M,300.8,309.2,1461,42.9,145,0
L,302.2,310.2,1575,39.8,115,0
L,302.4,313.2,1527,39.2,108,0
M,297.8,307.7,1638,29.8,61,0
H,299.5,310.9,1655,28.2,163,0
M,301.2,309.5,1634,35.4,141,0
L,300.5,310.6,1428,48.9,119,0
M,300.5,309.2,1582,28.7,37,0
L,303.9,313.5,1510,41.8,161,0
M,298.6,308.9,1451,44.1,145,0
L,297.7,309.8,1412,41.2,205,0
L,299.2,309.8,1432,50.1,18,0
L,300.0,310.0,1354,50.8,136,0
L,300.5,310.4,1816,23.8,16,0
H,302.7,312.0,1704,28.2,40,0
L,300.0,311.0,1461,36.7,183,0
L,295.8,306.6,1366,43.6,133,0
L,303.3,312.3,1551,41.3,138,0
L,300.7,312.3,1437,39.5,155,0
H,298.7,309.5,1482,42.0,83,0
L,303.7,311.6,1462,46.0,174,0
M,301.0,309.7,1545,36.4,74,0
L,300.2,312.0,1327,55.0,52,0
L,299.1,310.2,1417,41.2,184,0
L,304.2,313.4,2612,12.9,19,0
L,297.0,309.2,1586,34.1,160,0
L,299.7,311.0,1451,49.3,196,0
L,300.1,311.5,1477,46.7,1,0
L,297.8,308.1,1614,31.6,137,0
M,302.1,311.0,1423,49.5,16,0
M,298.2,307.6,2078,17.7,148,0
L,298.0,306.8,1507,36.8,11,0
H,301.3,308.8,1725,29.2,33,0
M,295.4,305.9,1667,29.9,110,0
M,300.9,310.2,1722,28.4,188,0
M,302.6,312.4,1560,34.2,136,0
H,299.8,309.4,1361,46.0,126,0
L,302.8,311.8,1490,38.0,185,0
M,299.3,310.3,1573,40.0,67,0
L,301.6,310.8,1614,33.9,3,0
L,298.9,310.9,1734,27.0,116,0
L,303.5,312.6,1366,52.3,94,0
M,303.5,312.9,1927,21.0,61,0
L,302.8,313.0,1797,29.5,56,0
H,300.2,311.3,1374,49.5,26,0
L,298.8,309.2,1385,50.8,201,0
M,297.4,308.2,1542,38.0,185,0
H,300.9,309.6,1455,41.1,107,0
L,303.1,311.6,1511,34.4,127,0
M,299.9,308.6,1459,43.2,201,0
L,298.1,307.9,1469,38.5,16,0
M,298.6,309.8,1535,44.0,80,0
L,298.6,310.0,1580,35.6,29,0
L,302.0,311.0,1679,29.3,202,0
M,299.9,309.7,1445,48.8,59,0
L,302.4,310.2,1306,61.8,88,1
L,303.6,313.3,1622,33.6,64,0
L,298.7,308.8,1311,68.0,17,1
L,299.9,310.1,1372,49.0,27,0
H,298.2,309.1,1407,46.6,121,0
L,302.3,312.3,1483,41.4,47,0
M,297.9,309.3,1500,39.9,109,0
L,300.4,311.6,1549,50.1,169,0
L,297.8,310.0,1461,44.8,181,0
L,300.9,311.0,1571,30.3,53,0
M,301.0,309.8,1513,37.8,143,0
M,303.8,312.9,1403,44.0,186,0
L,300.2,311.8,1466,41.7,211,0
M,300.1,311.1,1520,41.7,148,0
H,299.9,309.3,1469,37.6,214,0
M,299.6,309.6,1419,41.8,119,0
L,300.1,308.8,1438,43.6,3,0
M,301.2,310.9,1920,23.7,51,0
L,300.3,310.2,1715,26.1,124,0
L,301.8,311.9,1387,42.8,85,0
L,302.9,312.4,1456,48.6,11,0
L,298.0,309.7,1407,41.3,122,0
M,298.0,307.5,2041,15.0,128,1
M,298.4,309.8,1376,54.3,73,0
L,299.7,310.3,1578,33.2,149,0
L,298.9,309.6,1244,64.1,36,0
L,299.1,310.6,1723,29.6,10,0
M,303.9,312.6,1536,41.0,159,0
M,299.2,308.1,1454,51.8,157,0
L,298.5,308.4,1538,34.4,164,0
M,297.2,308.1,1561,38.0,35,0
L,299.6,307.9,1350,52.0,143,1
L,299.0,310.2,1653,28.9,212,0
M,296.9,309.7,1497,38.5,87,0
H,300.5,309.7,1527,47.0,122,0
L,302.0,311.1,1651,34.6,136,0
L,302.7,312.2,1283,47.7,69,0
L,298.9,310.6,1540,36.6,70,0
L,300.5,310.5,1361,66.0,65,1
L,299.4,308.2,1732,29.2,195,0
L,299.2,308.6,1714,29.6,105,0
L,298.7,309.9,1337,48.7,24,0
M,301.4,311.2,1687,33.1,59,0
L,301.8,310.6,1696,31.7,94,0
M,298.7,307.5,1323,61.0,184,0
L,300.5,308.7,1280,61.7,139,1
M,300.6,311.4,1682,32.7,187,0
M,296.9,308.3,1444,54.5,70,0
L,302.4,311.4,1491,37.1,157,0
L,298.3,309.3,1403,39.3,147,0
L,297.0,308.0,1323,60.6,197,1
L,300.1,310.5,1363,54.2,62,0
L,300.3,311.5,1974,20.2,10,0
M,297.3,308.0,1623,32.2,184,0
L,298.9,308.7,1526,34.2,189,0
M,302.2,310.5,1386,48.6,81,0
M,297.4,308.7,1432,40.0,181,0
H,296.7,307.9,1639,34.3,106,0
L,299.5,310.3,1849,23.8,212,0
L,301.9,310.9,1460,43.1,206,0
L,299.6,309.0,1748,24.1,190,0
M,297.4,308.3,1558,46.3,52,0
L,295.8,306.8,1679,32.9,94,0
M,300.0,309.6,1378,50.9,143,0
M,300.1,311.6,1462,32.2,144,0
L,300.2,310.0,1457,48.8,170,0
M,301.7,311.2,1486,40.1,150,0
M,302.2,310.6,1616,40.3,132,0
L,298.0,308.4,1672,29.8,22,0
L,302.3,312.4,1452,47.3,250,1
M,298.4,307.6,1756,26.1,96,0
L,298.5,309.4,1932,21.2,6,0
M,301.4,310.8,1539,41.2,181,0
M,300.7,310.2,1503,37.8,21,0
L,298.4,308.5,1695,31.8,201,0
M,302.8,310.6,2658,10.2,83,1
M,302.8,312.0,1869,23.9,204,0
L,298.0,307.8,1436,57.5,161,0
L,299.5,308.6,1358,50.1,96,0
M,297.4,308.4,1390,45.3,138,0
L,303.4,312.4,1685,31.9,68,0
L,302.9,311.7,1556,35.2,41,0
L,297.3,308.1,1591,30.8,181,0
L,299.2,309.5,1318,55.1,150,1
L,298.6,309.0,1349,44.3,83,0
L,298.0,307.1,1738,28.6,2,0
L,301.2,312.3,1349,54.2,124,0
L,302.4,311.7,1392,52.4,12,0
M,303.0,312.2,1914,24.7,20,0
M,300.6,310.2,1417,47.0,36,0
M,295.3,306.2,1393,46.4,203,0
L,298.9,308.0,1496,46.3,216,0
L,295.4,306.6,1435,48.5,62,0
L,300.1,309.2,1383,50.7,135,0
L,297.1,308.9,1806,24.6,117,0
M,297.4,307.9,1720,31.8,141,0
M,297.9,310.3,1505,35.1,162,0
L,298.7,308.2,1604,36.5,177,0
L,299.6,311.1,1362,50.4,76,0
M,298.7,309.6,1558,34.9,204,0
L,299.7,309.5,1585,40.9,72,0
H,297.3,308.9,1520,36.3,136,0
L,298.3,308.8,1447,50.8,49,0
L,296.7,307.5,1456,48.3,139,0
L,298.3,308.8,1328,57.4,116,0
H,298.9,310.1,1993,19.0,134,0
M,300.2,310.3,1408,50.8,187,0
L,303.9,312.6,1548,35.0,99,0
L,299.3,308.8,1512,39.9,65,0
L,302.5,310.1,1672,30.0,32,0
H,303.4,312.6,1389,52.2,189,0
L,296.7,307.0,1485,48.2,190,0
L,297.8,309.0,2009,21.8,220,0
M,301.6,310.8,1381,49.0,20,0
L,302.7,312.4,1467,40.5,213,0
M,301.9,311.3,1331,48.0,136,0
L,300.8,310.2,1471,36.9,50,0
L,300.0,309.7,1353,58.1,154,0
L,298.1,309.0,1586,41.7,47,0
L,299.5,311.7,1419,40.6,133,0
L,301.1,311.0,1238,64.3,44,0
L,300.9,312.2,1325,51.7,149,0
M,298.6,309.1,1503,38.7,21,0
L,297.7,308.0,1633,28.5,62,0
L,298.5,309.2,1450,49.0,23,0
M,302.2,310.5,1517,38.5,1,0
L,301.5,311.0,1912,23.7,173,0
L,300.1,309.9,1887,24.5,168,0
M,303.1,311.1,1390,39.7,179,0
L,299.4,308.3,1503,44.9,73,0
H,300.1,309.5,1453,49.5,234,1
L,303.6,313.3,1372,63.4,199,1
L,300.1,311.4,1311,53.0,111,0
L,301.2,311.3,1567,35.0,53,0
H,300.7,310.4,1643,37.6,125,0
L,299.3,309.9,1338,54.1,170,0
L,302.2,311.1,1613,29.5,192,0
M,303.3,313.2,1402,38.8,138,0
L,300.8,311.0,1561,37.9,203,0
M,298.6,309.6,1638,29.1,59,0
M,301.0,311.2,1994,19.8,177,0
H,300.4,311.2,1438,40.7,156,0
L,299.6,308.2,1489,46.1,1,0
M,299.2,308.7,1876,21.1,119,0
M,298.0,308.9,1344,58.6,198,0
L,302.1,310.0,1471,48.0,75,0
M,297.3,308.5,1417,44.2,193,0
L,301.1,311.7,1428,52.4,124,0
M,301.5,310.7,1541,41.5,178,0
M,299.3,309.1,1469,37.3,111,0
L,300.2,310.5,1492,46.7,47,0
L,298.7,307.9,1373,44.5,32,0
H,297.4,309.1,1623,35.2,129,0
L,298.8,309.8,1519,41.2,121,0
L,298.6,309.1,1434,45.0,198,0
L,303.6,312.9,1314,52.1,154,0
M,297.0,307.3,1440,45.0,137,0
L,296.1,306.9,1702,29.1,120,0
M,303.8,313.3,1550,38.4,208,0
L,298.9,309.9,1694,29.3,47,0
L,302.7,312.0,1500,36.6,165,0
M,299.7,308.8,1515,40.8,152,0
L,301.9,312.0,2002,18.6,198,0
M,301.8,311.1,1368,41.7,170,0
L,299.6,309.9,1492,37.9,68,0
L,303.6,311.5,1972,22.9,156,0
L,297.1,309.2,1754,24.1,54,0
L,303.7,312.2,1582,32.2,99,0
L,304.0,312.7,1661,30.2,175,0
H,296.1,307.8,1661,30.2,91,0
L,303.9,313.2,1342,63.5,200,1
M,299.7,309.5,1194,60.9,173,0
